min(Δnn),Δ,K,ϵ_1,ϵ_2,N
0.7903078227780611,0.0,1.0,0.13,2.31,200.0
0.8021898451660503,0.0,1.0,0.13,2.38,200.0
0.813899760839627,0.0,1.0,0.13,2.45,200.0
0.8254445608972123,0.0,1.0,0.13,2.52,200.0
0.8368308254418695,0.0,1.0,0.13,2.59,200.0
0.8480647479399854,0.0,1.0,0.13,2.66,200.0
0.8591521594172793,0.0,1.0,0.13,2.73,200.0
0.8700985520364419,0.0,1.0,0.13,2.8,200.0
0.8809091017499942,0.0,1.0,0.13,2.87,200.0
0.891588689835725,0.0,1.0,0.13,2.94,200.0
0.9021419232043328,0.0,1.0,0.13,3.01,200.0
0.9125731534317261,0.0,1.0,0.13,3.08,200.0
0.9228864945110615,0.0,1.0,0.13,3.15,200.0
0.9330858393514596,0.0,1.0,0.13,3.22,200.0
0.9431748750690812,0.0,1.0,0.13,3.29,200.0
0.9531570971317525,0.0,1.0,0.13,3.36,200.0
0.9630358224231887,0.0,1.0,0.13,3.43,200.0
0.9728142012989398,0.0,1.0,0.13,3.5,200.0
0.9824952287047193,0.0,1.0,0.13,3.57,200.0
0.9920817544285683,0.0,1.0,0.13,3.64,200.0
1.0015764925530384,0.0,1.0,0.13,3.71,200.0
1.0109820301735777,0.0,1.0,0.13,3.78,200.0
1.0203008354419154,0.0,1.0,0.13,3.85,200.0
1.029535264991969,0.0,1.0,0.13,3.92,200.0
1.0386875707990946,0.0,1.0,0.13,3.99,200.0
1.0477599065219518,0.0,1.0,0.13,4.06,200.0
1.056754333369934,0.0,1.0,0.13,4.13,200.0
1.0656728255368009,0.0,1.0,0.13,4.2,200.0
1.0745172752375396,0.0,1.0,0.13,4.27,200.0
1.0609963439531587,0.0,1.0,0.13,4.34,200.0
1.034793660603249,0.0,1.0,0.13,4.41,200.0
1.0121998978177,0.0,1.0,0.13,4.48,200.0
0.9930852479028527,0.0,1.0,0.13,4.55,200.0
0.9772811875301954,0.0,1.0,0.13,4.62,200.0
0.9645868321994584,0.0,1.0,0.13,4.69,200.0
0.9547764867554598,0.0,1.0,0.13,4.76,200.0
0.9476077899424418,0.0,1.0,0.13,4.83,200.0
0.9428298314875612,0.0,1.0,0.13,4.9,200.0
0.940190689218845,0.0,1.0,0.13,4.97,200.0
0.9394439671887262,0.0,1.0,0.13,5.04,200.0
0.9403540797552488,0.0,1.0,0.13,5.11,200.0
0.9427001880711252,0.0,1.0,0.13,5.18,200.0
0.9462788302201375,0.0,1.0,0.13,5.25,200.0
0.950905381933417,0.0,1.0,0.13,5.32,200.0
0.9564145397526289,0.0,1.0,0.13,5.39,200.0
0.9626600383612853,0.0,1.0,0.13,5.46,200.0
0.9695138077438656,0.0,1.0,0.13,5.53,200.0
0.9768647534798554,0.0,1.0,0.13,5.6,200.0
0.9846173130478277,0.0,1.0,0.13,5.67,200.0
0.992689908572995,0.0,1.0,0.13,5.74,200.0
1.001013385889145,0.0,1.0,0.13,5.81,200.0
1.0095295032114535,0.0,1.0,0.13,5.88,200.0
1.0181895109337162,0.0,1.0,0.13,5.95,200.0
1.0269528470640985,0.0,1.0,0.13,6.02,200.0
1.0357859601064128,0.0,1.0,0.13,6.09,200.0
1.0446612621188471,0.0,1.0,0.13,6.16,200.0
1.0535562085032772,0.0,1.0,0.13,6.23,200.0
1.0624524971417486,0.0,1.0,0.13,6.3,200.0
1.0713353772241163,0.0,1.0,0.13,6.37,200.0
1.0801930570304492,0.0,1.0,0.13,6.44,200.0
1.089016199682252,0.0,1.0,0.13,6.51,200.0
1.0977974961731078,0.0,1.0,0.13,6.58,200.0
1.1065313056254347,0.0,1.0,0.13,6.65,200.0
1.1152133535489313,0.0,1.0,0.13,6.72,200.0
1.1238404797914576,0.0,1.0,0.13,6.79,200.0
1.1324104288064483,0.0,1.0,0.13,6.86,200.0
1.1409216757625629,0.0,1.0,0.13,6.93,200.0
1.1493732828702115,0.0,1.0,0.13,7.0,200.0
1.1577647810729133,0.0,1.0,0.13,7.07,200.0
1.1660960729494185,0.0,1.0,0.13,7.14,200.0
1.1743673532877494,0.0,1.0,0.13,7.21,200.0
1.1825790443367445,0.0,1.0,0.13,7.28,200.0
1.1907317432072766,0.0,1.0,0.13,7.35,200.0
1.198826179301964,0.0,1.0,0.13,7.42,200.0
1.2068631799983045,0.0,1.0,0.13,7.49,200.0
1.2148436431060752,0.0,1.0,0.13,7.56,200.0
1.222768514867159,0.0,1.0,0.13,7.63,200.0
1.2306387724807024,0.0,1.0,0.13,7.7,200.0
1.2384554103091538,0.0,1.0,0.13,7.77,200.0
1.2462194290715267,0.0,1.0,0.13,7.84,200.0
1.2539318274541031,0.0,1.0,0.13,7.91,200.0
1.261593595668387,0.0,1.0,0.13,7.98,200.0
1.262924626769852,0.0,1.0,0.13,8.05,200.0
1.2345817683953157,0.0,1.0,0.13,8.12,200.0
1.2104763716123585,0.0,1.0,0.13,8.19,200.0
1.1903071095696305,0.0,1.0,0.13,8.26,200.0
1.1737579528158761,0.0,1.0,0.13,8.33,200.0
1.1605060182477729,0.0,1.0,0.13,8.4,200.0
1.1502290322854662,0.0,1.0,0.13,8.47,200.0
1.1426119966119543,0.0,1.0,0.13,8.54,200.0
1.137352765889581,0.0,1.0,0.13,8.61,200.0
1.1341663828298323,0.0,1.0,0.13,8.68,200.0
1.1327881435325082,0.0,1.0,0.13,8.75,200.0
1.1329754688643519,0.0,1.0,0.13,8.82,200.0
1.1345087282444482,0.0,1.0,0.13,8.89,200.0
1.137191200477588,0.0,1.0,0.13,8.96,200.0
1.1408483671973642,0.0,1.0,0.13,9.03,200.0
1.1453267253722146,0.0,1.0,0.13,9.1,200.0
1.150492283694419,0.0,1.0,0.13,9.17,200.0
1.1562288799457718,0.0,1.0,0.13,9.24,200.0
1.162436427386183,0.0,1.0,0.13,9.31,200.0
1.1690291709452083,0.0,1.0,0.13,9.38,200.0
1.1759340102336608,0.0,1.0,0.13,9.45,200.0
1.1830889267948947,0.0,1.0,0.13,9.52,200.0
1.1904415376013446,0.0,1.0,0.13,9.59,200.0
1.1979477851783287,0.0,1.0,0.13,9.66,200.0
1.2055707663358959,0.0,1.0,0.13,9.73,200.0
1.2132796957080103,0.0,1.0,0.13,9.8,200.0
1.2210489965613505,0.0,1.0,0.13,9.87,200.0
1.2288575091212124,0.0,1.0,0.13,9.94,200.0
0.31898309359862986,0.0,1.0,0.16,0.0,200.0
0.34151268480821106,0.0,1.0,0.16,0.07,200.0
0.3644693261099323,0.0,1.0,0.16,0.14,200.0
0.38774458281996205,0.0,1.0,0.16,0.21,200.0
0.41123090198708556,0.0,1.0,0.16,0.28,200.0
0.4348244199957494,0.0,1.0,0.16,0.35,200.0
0.4584274532825528,0.0,1.0,0.16,0.42,200.0
0.4819505483136405,0.0,1.0,0.16,0.49,200.0
0.5053140077483622,0.0,1.0,0.16,0.56,200.0
0.5284488564241754,0.0,1.0,0.16,0.63,200.0
0.5512972574663637,0.0,1.0,0.16,0.7,200.0
0.5738124295986715,0.0,1.0,0.16,0.77,200.0
0.5959581470797936,0.0,1.0,0.16,0.84,200.0
0.6177079212490292,0.0,1.0,0.16,0.91,200.0
0.6390439674376792,0.0,1.0,0.16,0.98,200.0
0.6599560549667578,0.0,1.0,0.16,1.05,200.0
0.680440324270407,0.0,1.0,0.16,1.12,200.0
0.7004981373450765,0.0,1.0,0.16,1.19,200.0
0.720135008839093,0.0,1.0,0.16,1.26,200.0
0.7393596474958755,0.0,1.0,0.16,1.33,200.0
0.7581831227743736,0.0,1.0,0.16,1.4,200.0
0.7766181599092548,0.0,1.0,0.16,1.47,200.0
0.7946785584477949,0.0,1.0,0.16,1.54,200.0
0.8123787240346751,0.0,1.0,0.16,1.61,200.0
0.8297333003499081,0.0,1.0,0.16,1.68,200.0
0.8467568870360118,0.0,1.0,0.16,1.75,200.0
0.8634638296277384,0.0,1.0,0.16,1.82,200.0
0.8798680684579554,0.0,1.0,0.16,1.89,200.0
0.8959830349083768,0.0,1.0,0.16,1.96,200.0
0.911821584943481,0.0,1.0,0.16,2.03,200.0
0.927395961446758,0.0,1.0,0.16,2.1,200.0
0.9427177783593157,0.0,1.0,0.16,2.17,200.0
0.9577980209512598,0.0,1.0,0.16,2.24,200.0
0.9726470577085644,0.0,1.0,0.16,2.31,200.0
0.987274660292222,0.0,1.0,0.16,2.38,200.0
1.0016900288323445,0.0,1.0,0.16,2.45,200.0
1.0159018204755537,0.0,1.0,0.16,2.52,200.0
1.029918179629485,0.0,1.0,0.16,2.59,200.0
1.0437467687621114,0.0,1.0,0.16,2.66,200.0
1.0573947989383283,0.0,1.0,0.16,2.73,200.0
1.0708690595250339,0.0,1.0,0.16,2.8,200.0
1.0841759466861873,0.0,1.0,0.16,2.87,200.0
1.0973214904313604,0.0,1.0,0.16,2.94,200.0
1.1103113800871807,0.0,1.0,0.16,3.01,200.0
1.1231509881380344,0.0,1.0,0.16,3.08,200.0
1.1358453924356358,0.0,1.0,0.16,3.15,200.0
1.1483993968166981,0.0,1.0,0.16,3.22,200.0
1.1608175501917088,0.0,1.0,0.16,3.29,200.0
1.1731041641835844,0.0,1.0,0.16,3.36,200.0
1.1852633294050179,0.0,1.0,0.16,3.43,200.0
1.1972989304651662,0.0,1.0,0.16,3.5,200.0
1.2092146597989775,0.0,1.0,0.16,3.57,200.0
1.221014030408437,0.0,1.0,0.16,3.64,200.0
1.2327003876024953,0.0,1.0,0.16,3.71,200.0
1.2442769198171124,0.0,1.0,0.16,3.78,200.0
1.2557466685930798,0.0,1.0,0.16,3.85,200.0
1.267112537781042,0.0,1.0,0.16,3.92,200.0
1.2783773020413207,0.0,1.0,0.16,3.99,200.0
1.2895436146974681,0.0,1.0,0.16,4.06,200.0
1.2668505556711125,0.0,1.0,0.16,4.13,200.0
1.236775660866524,0.0,1.0,0.16,4.2,200.0
1.2105179265379622,0.0,1.0,0.16,4.27,200.0
1.1880119663477622,0.0,1.0,0.16,4.34,200.0
1.1691448983104653,0.0,1.0,0.16,4.41,200.0
1.153760694573002,0.0,1.0,0.16,4.48,200.0
1.1416664055726127,0.0,1.0,0.16,4.55,200.0
1.1326397724695205,0.0,1.0,0.16,4.62,200.0
1.1264376176583255,0.0,1.0,0.16,4.69,200.0
1.1228043708314281,0.0,1.0,0.16,4.76,200.0
1.1214801448223497,0.0,1.0,0.16,4.83,200.0
1.122207899643083,0.0,1.0,0.16,4.9,200.0
1.1247393928133604,0.0,1.0,0.16,4.97,200.0
1.12883977703747,0.0,1.0,0.16,5.04,200.0
1.1342908476441202,0.0,1.0,0.16,5.11,200.0
1.1408930478456831,0.0,1.0,0.16,5.18,200.0
1.148466406046964,0.0,1.0,0.16,5.25,200.0
1.1568506099307854,0.0,1.0,0.16,5.32,200.0
1.1659044247684207,0.0,1.0,0.16,5.39,200.0
1.1755046473753445,0.0,1.0,0.16,5.46,200.0
1.185544760548332,0.0,1.0,0.16,5.53,200.0
1.1959334220850302,0.0,1.0,0.16,5.6,200.0
1.2065928920114217,0.0,1.0,0.16,5.67,200.0
1.217457474059632,0.0,1.0,0.16,5.74,200.0
1.2284720240294966,0.0,1.0,0.16,5.81,200.0
1.2395905587722282,0.0,1.0,0.16,5.88,200.0
1.2507749849309846,0.0,1.0,0.16,5.95,200.0
1.261993955737811,0.0,1.0,0.16,6.02,200.0
1.2732218564638913,0.0,1.0,0.16,6.09,200.0
1.2844379139126687,0.0,1.0,0.16,6.16,200.0
1.2956254220595973,0.0,1.0,0.16,6.23,200.0
1.30677107407897,0.0,1.0,0.16,6.3,200.0
1.3178643901689853,0.0,1.0,0.16,6.37,200.0
1.328897230462772,0.0,1.0,0.16,6.44,200.0
1.3398633826678434,0.0,1.0,0.16,6.51,200.0
1.350758214722962,0.0,1.0,0.16,6.58,200.0
1.3615783835727875,0.0,1.0,0.16,6.65,200.0
1.372321592044372,0.0,1.0,0.16,6.72,200.0
1.3829863867093195,0.0,1.0,0.16,6.79,200.0
1.3935719904761648,0.0,1.0,0.16,6.86,200.0
1.4040781644765161,0.0,1.0,0.16,6.93,200.0
1.4145050945473194,0.0,1.0,0.16,7.0,200.0
1.4248532982825282,0.0,1.0,0.16,7.07,200.0
1.435123549224901,0.0,1.0,0.16,7.14,200.0
1.4453168152843823,0.0,1.0,0.16,7.21,200.0
1.4554342089310843,0.0,1.0,0.16,7.28,200.0
1.4654769470974323,0.0,1.0,0.16,7.35,200.0
1.47544631906122,0.0,1.0,0.16,7.42,200.0
1.4853436608702388,0.0,1.0,0.16,7.49,200.0
1.4951703351089591,0.0,1.0,0.16,7.56,200.0
1.5049277150163292,0.0,1.0,0.16,7.63,200.0
1.5146171721318424,0.0,1.0,0.16,7.7,200.0
1.5242400667963096,0.0,1.0,0.16,7.77,200.0
1.5273877620905623,0.0,1.0,0.16,7.84,200.0
1.4930705691763606,0.0,1.0,0.16,7.91,200.0
1.463592114152803,0.0,1.0,0.16,7.98,200.0
1.4386684002580878,0.0,1.0,0.16,8.05,200.0
1.4179884595283312,0.0,1.0,0.16,8.12,200.0
1.4012228495660608,0.0,1.0,0.16,8.19,200.0
1.3880322794227524,0.0,1.0,0.16,8.26,200.0
1.3780758354330587,0.0,1.0,0.16,8.33,200.0
1.3710183670449752,0.0,1.0,0.16,8.4,200.0
1.366536721633615,0.0,1.0,0.16,8.47,200.0
1.3643246598712864,0.0,1.0,0.16,8.54,200.0
1.364096416297734,0.0,1.0,0.16,8.61,200.0
1.365588977380483,0.0,1.0,0.16,8.68,200.0
1.3685632241611927,0.0,1.0,0.16,8.75,200.0
1.3728041284613042,0.0,1.0,0.16,8.82,200.0
1.3781202054319905,0.0,1.0,0.16,8.89,200.0
1.384342418161559,0.0,1.0,0.16,8.96,200.0
1.3913227095754905,0.0,1.0,0.16,9.03,200.0
1.3989323094622819,0.0,1.0,0.16,9.1,200.0
1.4070599350442023,0.0,1.0,0.16,9.17,200.0
1.4156099753827647,0.0,1.0,0.16,9.24,200.0
1.424500724954072,0.0,1.0,0.16,9.31,200.0
1.4336627108128397,0.0,1.0,0.16,9.38,200.0
1.4430371410031029,0.0,1.0,0.16,9.45,200.0
1.4525744889884464,0.0,1.0,0.16,9.52,200.0
1.4622332193514325,0.0,1.0,0.16,9.59,200.0
1.4719786532692893,0.0,1.0,0.16,9.66,200.0
1.48178196774208,0.0,1.0,0.16,9.73,200.0
1.4916193197086045,0.0,1.0,0.16,9.8,200.0
1.5014710846232049,0.0,1.0,0.16,9.87,200.0
1.5113211983992727,0.0,1.0,0.16,9.94,200.0
0.3783019936361419,0.0,1.0,0.19,0.0,200.0
0.4050003761932669,0.0,1.0,0.19,0.07,200.0
0.43221327345452193,0.0,1.0,0.19,0.14,200.0
0.4598138800085526,0.0,1.0,0.19,0.21,200.0
0.48767588429429176,0.0,1.0,0.19,0.28,200.0
0.5156767010818781,0.0,1.0,0.19,0.35,200.0
0.5437004014687994,0.0,1.0,0.19,0.42,200.0
0.5716401922822499,0.0,1.0,0.19,0.49,200.0
0.5994003336697122,0.0,1.0,0.19,0.56,200.0
0.6268974311421401,0.0,1.0,0.19,0.63,200.0
0.6540610906343511,0.0,1.0,0.19,0.7,200.0
0.6808339752301654,0.0,1.0,0.19,0.77,200.0
0.7071713434468833,0.0,1.0,0.19,0.84,200.0
0.733040176741318,0.0,1.0,0.19,0.91,200.0
0.758418016405424,0.0,1.0,0.19,0.98,200.0
0.7832916283223325,0.0,1.0,0.19,1.05,200.0
0.8076556013074718,0.0,1.0,0.19,1.12,200.0
0.8315109651104096,0.0,1.0,0.19,1.19,200.0
0.8548638916997437,0.0,1.0,0.19,1.26,200.0
0.8777245215210003,0.0,1.0,0.19,1.33,200.0
0.9001059372350553,0.0,1.0,0.19,1.4,200.0
0.9220232921487961,0.0,1.0,0.19,1.47,200.0
0.9434930894004541,0.0,1.0,0.19,1.54,200.0
0.9645326006292905,0.0,1.0,0.19,1.61,200.0
0.9851594086953046,0.0,1.0,0.19,1.68,200.0
1.0053910572696036,0.0,1.0,0.19,1.75,200.0
1.0252447900711457,0.0,1.0,0.19,1.82,200.0
1.0447373635723043,0.0,1.0,0.19,1.89,200.0
1.063884918656965,0.0,1.0,0.19,1.96,200.0
1.0827028986464056,0.0,1.0,0.19,2.03,200.0
1.1012060030745765,0.0,1.0,0.19,2.1,200.0
1.1194081684557897,0.0,1.0,0.19,2.17,200.0
1.1373225689593127,0.0,1.0,0.19,2.24,200.0
1.1549616313582227,0.0,1.0,0.19,2.31,200.0
1.1723370598452973,0.0,1.0,0.19,2.38,200.0
1.1894598673231291,0.0,1.0,0.19,2.45,200.0
1.2063404105966198,0.0,1.0,0.19,2.52,200.0
1.2229884275538199,0.0,1.0,0.19,2.59,200.0
1.2394130749374295,0.0,1.0,0.19,2.66,200.0
1.2556229657122895,0.0,1.0,0.19,2.73,200.0
1.2716262053422573,0.0,1.0,0.19,2.8,200.0
1.2874304265240397,0.0,1.0,0.19,2.87,200.0
1.3030428220998642,0.0,1.0,0.19,2.94,200.0
1.3184701760003659,0.0,1.0,0.19,3.01,200.0
1.333718892160709,0.0,1.0,0.19,3.08,200.0
1.3487950214199973,0.0,1.0,0.19,3.15,200.0
1.363704286457887,0.0,1.0,0.19,3.22,200.0
1.3784521048521192,0.0,1.0,0.19,3.29,200.0
1.3930436103595056,0.0,1.0,0.19,3.36,200.0
1.4074836725317077,0.0,1.0,0.19,3.43,200.0
1.4217769147810042,0.0,1.0,0.19,3.5,200.0
1.4359277310123169,0.0,1.0,0.19,3.57,200.0
